Год,Месяц,Подразделение,Выручка,Чистая прибыль,Операционные расходы,Активы,Обязательства,Коэффициент текущей ликвидности,Доля рынка,Количество сотрудников,Рентабельность продаж,Оборачиваемость активов,Рентабельность активов,Долговая нагрузка
2018,Февраль,Подразделение_78,970508.23,217852.4,698192.73,282362.08,151111.22,2.35,17.25,479,22.45,3.44,77.15,53.52
2018,Февраль,Подразделение_79,959135.15,195765.04,714428.85,231232.89,119241.57,2.79,10.86,363,20.41,4.15,84.66,51.57
2018,Февраль,Подразделение_80,1013087.23,287448.28,653776.88,297011.47,139892.18,2.18,10.68,204,28.37,3.41,96.78,47.1
2018,Февраль,Подразделение_81,909441.86,251566.54,594983.68,392050.47,203302.63,2.99,14.57,329,27.66,2.32,64.17,51.86
2018,Февраль,Подразделение_82,1695018.46,391133.4,1206101.71,398551.76,217661.11,2.89,15.62,235,23.08,4.25,98.14,54.61
2018,Февраль,Подразделение_83,1667415.88,332192.51,1252175.24,390488.01,169509.12,2.89,18.22,211,19.92,4.27,85.07,43.41
2018,Февраль,Подразделение_84,1145435.8,220757.56,869488.85,399473.52,233866.0,2.01,11.52,204,19.27,2.87,55.26,58.54
2018,Февраль,Подразделение_85,1476603.19,414947.54,957918.77,430579.94,230063.9,2.23,17.88,487,28.1,3.43,96.37,53.43
2018,Февраль,Подразделение_86,958556.46,186799.18,725057.49,447820.29,242606.17,2.08,12.63,265,19.49,2.14,41.71,54.17
2018,Февраль,Подразделение_87,1173773.1,330711.92,760383.2,303896.53,152539.3,3.16,19.42,461,28.18,3.86,108.82,50.19
2018,Февраль,Подразделение_88,1631483.18,263084.36,1302627.73,349089.04,199080.24,1.59,11.16,281,16.13,4.67,75.36,57.03
2018,Февраль,Подразделение_89,1383757.54,324910.44,977619.5,402291.14,218960.8,2.3,18.19,362,23.48,3.44,80.77,54.43
2018,Февраль,Подразделение_90,997495.84,263961.38,667544.11,408485.33,243098.62,1.91,11.33,488,26.46,2.44,64.62,59.51
2018,Февраль,Подразделение_91,1634343.61,364457.86,1178771.29,346118.58,191390.41,1.96,13.99,224,22.3,4.72,105.3,55.3
2018,Февраль,Подразделение_92,1416360.85,344859.16,985286.9,236528.57,118553.21,2.82,17.77,327,24.35,5.99,145.8,50.12
2018,Февраль,Подразделение_93,1217623.2,291033.01,853831.93,293544.84,143221.21,2.02,12.16,453,23.9,4.15,99.14,48.79
2018,Февраль,Подразделение_94,1362170.19,351666.39,922587.2,309439.47,158707.86,2.5,14.85,377,25.82,4.4,113.65,51.29
2018,Февраль,Подразделение_95,899113.48,146206.08,716355.88,408510.57,182945.75,2.95,13.03,462,16.26,2.2,35.79,44.78
2018,Февраль,Подразделение_96,1438337.14,343032.56,1009546.44,218687.54,131068.05,2.22,13.06,323,23.85,6.58,156.86,59.93
2018,Февраль,Подразделение_97,1570813.5,303583.3,1191334.38,417295.24,200702.19,2.98,15.26,213,19.33,3.76,72.75,48.1
2018,Февраль,Подразделение_98,1000354.07,165847.14,793045.15,316123.63,142165.87,2.47,17.9,348,16.58,3.16,52.46,44.97
2018,Февраль,Подразделение_99,1496246.35,350645.9,1057938.98,241132.91,106831.62,2.61,19.76,372,23.44,6.21,145.42,44.3
2018,Февраль,Подразделение_100,886238.23,245899.04,578864.42,311422.57,164810.44,2.67,11.49,395,27.75,2.85,78.96,52.92
2018,Февраль,Подразделение_101,1584961.33,341917.84,1157564.04,273043.39,153487.84,1.97,13.92,241,21.57,5.8,125.22,56.21
2018,Февраль,Подразделение_102,1608271.99,312158.29,1218074.13,486600.41,225335.59,3.0,12.55,209,19.41,3.31,64.15,46.31
2018,Февраль,Подразделение_103,1640771.05,319971.25,1240806.99,275917.53,155900.7,2.34,14.5,278,19.5,5.95,115.97,56.5
2018,Февраль,Подразделение_104,1605982.28,287160.05,1247032.21,335185.9,141159.75,3.65,10.48,399,17.88,4.79,85.67,42.11
2018,Февраль,Подразделение_105,922073.21,284428.7,566537.34,414897.02,171871.65,1.98,17.38,427,30.85,2.22,68.55,41.43
2018,Февраль,Подразделение_106,1147247.75,245718.33,840099.84,432396.06,188973.99,3.11,16.6,207,21.42,2.65,56.83,43.7
2018,Февраль,Подразделение_107,1075289.46,329955.3,662845.34,206283.49,122444.1,1.7,16.25,248,30.69,5.21,159.95,59.36
2018,Февраль,Подразделение_108,1067101.46,329648.25,655041.15,278213.99,164693.03,1.75,13.22,363,30.89,3.84,118.49,59.2
2018,Февраль,Подразделение_109,1098898.73,245822.49,791620.62,493991.1,255138.76,2.3,16.56,210,22.37,2.22,49.76,51.65
2018,Февраль,Подразделение_110,887175.28,198935.7,638505.65,233242.39,97729.11,2.77,13.89,313,22.42,3.8,85.29,41.9
2018,Февраль,Подразделение_111,1651614.46,496408.88,1031103.36,272207.81,119633.73,3.06,12.86,231,30.06,6.07,182.36,43.95
2018,Февраль,Подразделение_112,1119384.11,311917.43,729487.31,463780.6,235973.11,3.01,19.78,437,27.87,2.41,67.26,50.88
2018,Февраль,Подразделение_113,1509980.33,440327.47,959570.99,396848.55,201998.05,2.41,10.43,457,29.16,3.8,110.96,50.9
2018,Февраль,Подразделение_114,961969.46,181960.7,734518.58,417793.97,184958.34,2.42,17.33,370,18.92,2.3,43.55,44.27
2018,Февраль,Подразделение_115,1494457.26,331903.29,1079578.14,423027.14,178173.17,3.21,15.77,480,22.21,3.53,78.46,42.12
2018,Февраль,Подразделение_116,1496953.31,368476.26,1036357.98,248021.49,99671.48,2.51,19.92,303,24.62,6.04,148.57,40.19
2018,Февраль,Подразделение_117,1014860.79,217982.3,742382.91,463944.95,214428.76,2.56,16.15,265,21.48,2.19,46.98,46.22
2018,Февраль,Подразделение_118,2902468.351781205,644086.599227033,818948.44,435137.54,174510.13,4.48,17.46,213,23.13,2.65,61.25,40.1
2018,Февраль,Подразделение_119,1487113.66,314464.15,1094033.48,427602.92,235717.36,2.62,15.02,385,21.15,3.48,73.54,55.13
2018,Февраль,Подразделение_120,1163063.1,237809.94,865800.67,334583.19,193134.52,2.37,14.13,401,20.45,3.48,71.08,57.72
2018,Февраль,Подразделение_121,1376650.94,265595.1,1044657.06,306647.9,128362.24,3.12,16.42,415,19.29,4.49,86.61,41.86
2018,Февраль,Подразделение_122,938516.75,194769.49,695054.89,267631.63,109879.05,2.88,16.02,387,20.75,3.51,72.78,41.06
2018,Февраль,Подразделение_123,1551292.0,477287.06,954683.18,349476.7,143883.12,2.48,17.08,391,30.77,4.44,136.57,41.17
2018,Февраль,Подразделение_124,1292252.09,388218.01,806979.58,312038.78,170716.77,2.18,10.63,450,30.04,4.14,124.41,54.71
2018,Февраль,Подразделение_125,1501600.25,408568.97,990889.04,420084.75,182609.17,3.04,11.78,397,27.21,3.57,97.26,43.47
2018,Март,Подразделение_1,1792013.79,361273.88,1340421.43,424165.88,250284.4,1.81,19.8,458,20.16,4.22,85.17,59.01
2018,Март,Подразделение_2,923577.04,172642.85,707773.48,207257.53,94222.21,3.08,19.41,234,18.69,4.46,83.3,45.46
2018,Март,Подразделение_3,1286691.13,238411.81,988676.37,461819.08,201916.67,3.27,14.83,269,18.53,2.79,51.62,43.72
2018,Март,Подразделение_4,1468053.58,257458.23,1146230.79,214952.61,125076.2,3.17,10.57,373,17.54,6.83,119.77,58.19
2018,Март,Подразделение_5,1449202.63,289521.68,1087300.53,240606.22,127855.99,3.55,10.57,419,19.98,6.02,120.33,53.14
2018,Март,Подразделение_6,1148147.87,222809.28,869636.27,282683.7,168187.45,2.07,18.45,269,19.41,4.06,78.82,59.5
2018,Март,Подразделение_7,958829.54,301668.7,581743.67,346271.36,142847.55,4.3,15.32,206,31.46,2.77,87.12,41.25
2018,Март,Подразделение_8,977782.15,198302.24,729904.35,271035.29,138136.96,1.75,13.93,353,20.28,3.61,73.16,50.97
2018,Март,Подразделение_9,1276913.99,259301.19,952787.49,278047.34,165788.34,1.76,11.98,360,20.31,4.59,93.26,59.63
2018,Март,Подразделение_10,1036122.15,289953.95,673679.71,267595.08,152562.17,2.22,11.15,227,27.98,3.87,108.36,57.01
2018,Март,Подразделение_11,1550532.87,320567.07,1149824.04,220300.51,112068.55,2.09,14.85,204,20.67,7.04,145.51,50.87
2018,Март,Подразделение_12,1751128.33,372914.03,1284985.79,454992.61,224065.26,2.28,15.45,493,21.3,3.85,81.96,49.25
2018,Март,Подразделение_13,1625763.26,506729.19,992351.77,337771.96,188225.33,2.25,11.65,267,31.17,4.81,150.02,55.73
2018,Март,Подразделение_14,1581076.36,454115.16,1013432.4,355815.76,204795.46,2.11,12.39,367,28.72,4.44,127.63,57.56
2018,Март,Подразделение_15,1786490.69,563911.53,1081601.28,431603.74,178270.01,2.48,15.39,426,31.57,4.14,130.65,41.3
2018,Март,Подразделение_16,994926.33,187507.29,760542.21,397034.03,189021.55,2.37,12.04,273,18.85,2.51,47.23,47.61
2018,Март,Подразделение_17,984632.49,195747.79,739947.75,307001.29,139774.11,2.37,11.96,437,19.88,3.21,63.76,45.53
2018,Март,Подразделение_18,1379725.98,287888.3,1019865.61,247386.45,138203.0,1.76,19.06,313,20.87,5.58,116.37,55.87
2018,Март,Подразделение_19,1051968.79,235958.68,757020.43,352115.33,143197.11,2.6,18.2,300,22.43,2.99,67.01,40.67
2018,Март,Подразделение_20,1296291.08,397502.14,799413.4,384589.41,221709.36,2.43,19.67,262,30.66,3.37,103.36,57.65
2018,Март,Подразделение_21,1336823.08,272672.22,995982.81,236730.17,109985.37,2.6,16.56,327,20.4,5.65,115.18,46.46
2018,Март,Подразделение_22,911346.77,214727.94,642936.85,367926.71,200104.56,3.36,17.31,388,23.56,2.48,58.36,54.39
2018,Март,Подразделение_23,1203156.45,208250.4,942843.45,288946.93,121978.86,2.63,19.01,412,17.31,4.16,72.07,42.21
2018,Март,Подразделение_24,1128889.78,202329.22,875978.26,445776.53,225155.92,2.75,10.87,362,17.92,2.53,45.39,50.51
2018,Март,Подразделение_25,1027774.79,254830.43,709236.75,304382.42,167338.88,2.27,13.52,307,24.79,3.38,83.72,54.98
2018,Март,Подразделение_26,1324158.45,289377.96,962436.0,493731.48,209960.77,3.45,16.86,355,21.85,2.68,58.61,42.53
2018,Март,Подразделение_27,1513502.53,325637.36,1106455.84,250139.6,149670.66,2.2,13.4,493,21.52,6.05,130.18,59.83
2018,Март,Подразделение_28,3084523.5067285914,585571.2950423703,921476.34,220551.62,106231.17,2.38,12.33,451,19.79,5.55,109.86,48.17
2018,Март,Подразделение_29,1498486.41,262008.54,1170975.73,278086.06,148538.68,2.98,14.47,237,17.48,5.39,94.22,53.41
2018,Март,Подразделение_30,1104057.34,330537.33,690885.68,314483.58,151754.75,2.93,10.18,469,29.94,3.51,105.1,48.26
2018,Март,Подразделение_31,1726268.9,315329.48,1332107.05,284011.2,130203.13,2.82,18.05,372,18.27,6.08,111.03,45.84
2018,Март,Подразделение_32,1766529.32,479153.1,1167587.94,418001.3,236538.13,1.7,11.13,363,27.12,4.23,114.63,56.59
2018,Март,Подразделение_33,986881.02,313843.32,594576.88,272568.15,134581.5,2.22,12.97,421,31.8,3.62,115.14,49.38
2018,Март,Подразделение_34,1438927.47,258491.36,1115813.27,219347.38,126223.97,2.2,19.89,454,17.96,6.56,117.85,57.55
2018,Март,Подразделение_35,971072.25,187288.25,736961.93,271853.05,110626.26,2.54,18.56,454,19.29,3.57,68.89,40.69
2018,Март,Подразделение_36,1492942.56,425136.22,961522.28,275692.17,137205.08,2.72,10.33,234,28.48,5.42,154.21,49.77
2018,Март,Подразделение_37,1646358.12,376219.87,1176083.28,463693.67,233464.79,2.66,14.35,246,22.85,3.55,81.14,50.35
2018,Март,Подразделение_38,1023771.4,300608.0,648011.4,302244.71,131209.38,3.49,17.89,378,29.36,3.39,99.46,43.41
2018,Март,Подразделение_39,1113690.12,337808.98,691428.9,353709.13,168684.69,2.42,19.51,361,30.33,3.15,95.5,47.69
2018,Март,Подразделение_40,1325607.42,367148.94,866671.25,495152.09,238363.44,4.0,10.4,461,27.7,2.68,74.15,48.14
2018,Март,Подразделение_41,941083.87,259465.96,616751.42,242007.23,143826.48,1.98,11.96,490,27.57,3.89,107.21,59.43
2018,Март,Подразделение_42,1302721.33,293713.13,935579.92,342286.53,173676.7,3.63,18.33,289,22.55,3.81,85.81,50.74
2018,Март,Подразделение_43,1316566.76,375272.12,847476.61,331561.55,158937.13,2.4,18.17,240,28.5,3.97,113.18,47.94
2018,Март,Подразделение_44,1636386.0,293276.33,1269790.59,359479.84,185116.27,1.81,10.45,326,17.92,4.55,81.58,51.5
2018,Март,Подразделение_45,1147258.37,289691.33,785144.21,318372.82,153520.72,2.72,16.08,439,25.25,3.6,90.99,48.22
2018,Март,Подразделение_46,1167054.88,195312.12,922914.73,415528.77,226163.45,3.5,17.18,414,16.74,2.81,47.0,54.43
2018,Март,Подразделение_47,936502.86,261217.74,609980.69,461479.32,245995.44,2.43,10.92,438,27.89,2.03,56.6,53.31
2018,Март,Подразделение_48,1277053.01,394148.08,784367.92,425353.41,176962.33,2.32,16.69,304,30.86,3.0,92.66,41.6
2018,Март,Подразделение_49,1481805.08,332234.35,1066512.14,466411.72,233406.75,2.65,11.54,458,22.42,3.18,71.23,50.04
2018,Март,Подразделение_50,1551575.75,272468.29,1210990.38,236167.52,97605.39,3.73,10.12,467,17.56,6.57,115.37,41.33
2018,Март,Подразделение_51,1165536.64,265332.11,833871.51,345800.15,141345.05,2.52,13.43,478,22.76,3.37,76.73,40.87
2018,Март,Подразделение_52,1635050.88,421871.23,1107711.85,220215.37,125603.85,2.67,15.43,321,25.8,7.42,191.57,57.04
2018,Март,Подразделение_53,1431256.99,370010.93,968743.32,267883.73,131269.64,2.33,10.99,274,25.85,5.34,138.12,49.0
2018,Март,Подразделение_54,1423978.87,318726.53,1025570.71,311351.73,168477.77,2.65,11.67,206,22.38,4.57,102.37,54.11
2018,Март,Подразделение_55,1028334.73,272158.66,688136.4,467029.11,201239.08,2.19,16.37,325,26.47,2.2,58.27,43.09
2018,Март,Подразделение_56,1436389.96,264953.16,1105198.51,230377.97,116621.26,2.7,15.6,230,18.45,6.23,115.01,50.62
2018,Март,Подразделение_57,1519446.81,368170.54,1059233.63,242165.89,98200.05,2.51,13.84,354,24.23,6.27,152.03,40.55
2018,Март,Подразделение_58,1087977.66,276059.06,742903.84,477691.2,228855.57,2.93,14.88,321,25.37,2.28,57.79,47.91
2018,Март,Подразделение_59,1004525.06,270986.03,665792.53,486775.65,281200.91,1.94,19.84,276,26.98,2.06,55.67,57.77
2018,Март,Подразделение_60,3643437.0366843957,1101151.9562669399,876662.1,245475.29,145848.76,1.88,14.78,361,31.5,5.89,185.61,59.41
2018,Март,Подразделение_61,1051503.26,195403.09,807249.4,274072.23,129153.01,2.72,11.77,220,18.58,3.84,71.3,47.12
2018,Март,Подразделение_62,1769775.65,467991.82,1184785.88,367312.65,189567.68,2.13,16.26,338,26.44,4.82,127.41,51.61
2018,Март,Подразделение_63,1086578.1,219996.79,811582.12,434716.5,200012.14,2.21,14.61,207,20.25,2.5,50.61,46.01
2018,Март,Подразделение_64,935513.58,218083.25,662909.52,342663.81,152673.84,2.76,17.22,372,23.31,2.73,63.64,44.55
2018,Март,Подразделение_65,1312619.78,263393.43,983378.0,211394.47,107782.53,1.85,14.67,211,20.07,6.21,124.6,50.99
2018,Март,Подразделение_66,1772646.95,421775.84,1245427.15,484733.64,202974.69,3.3,13.02,427,23.79,3.66,87.01,41.87
2018,Март,Подразделение_67,1157205.2,229256.57,870634.49,260966.93,124561.63,2.64,15.77,378,19.81,4.43,87.85,47.73
2018,Март,Подразделение_68,1705007.3,424627.07,1174223.47,336793.78,175275.36,2.16,14.76,315,24.9,5.06,126.08,52.04
2018,Март,Подразделение_69,902851.06,245801.58,595599.09,392059.49,175672.64,2.94,10.31,388,27.23,2.3,62.69,44.81
2018,Март,Подразделение_70,1733744.35,422522.24,1205591.54,205734.83,110591.61,2.31,11.34,325,24.37,8.43,205.37,53.75
2018,Март,Подразделение_71,1480023.25,394655.35,986704.07,445939.34,243755.01,2.02,19.91,463,26.67,3.32,88.5,54.66
2018,Март,Подразделение_72,1795183.78,573793.14,1077942.35,226943.65,92781.91,2.69,10.69,340,31.96,7.91,252.84,40.88
2018,Март,Подразделение_73,1578085.13,338709.96,1154697.68,430676.83,238260.41,2.43,10.89,464,21.46,3.66,78.65,55.32
2018,Март,Подразделение_74,1550834.54,325698.49,1143711.43,284100.34,115032.14,2.78,16.32,372,21.0,5.46,114.64,40.49
2018,Март,Подразделение_75,1527980.65,464276.02,947635.63,201826.62,115805.87,2.9,18.42,343,30.38,7.57,230.04,57.38
2018,Март,Подразделение_76,1330433.9,274578.13,987211.24,243558.95,129907.25,1.75,14.01,414,20.64,5.46,112.74,53.34
